JobID|JobIDRaw|Cluster|Partition|Account|Group|GID|User|UID|Submit|Eligible|Start|End|Elapsed|ExitCode|State|NNodes|NCPUS|ReqCPUS|ReqMem|Timelimit|NodeList|QOS|ScheduledBy|JobName|NVEs|ToTSusT
86|86|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:12:33|00:04:29|0:0|COMPLETED|1|24|2|2800Mn|00:06:00|v27|normal|0|86|8|00:00:00
63|63|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:03:34|2021-01-01T00:12:36|00:09:02|0:0|COMPLETED|1|24|2|2800Mn|00:10:00|v43|normal|0|63|8|00:00:00
67|67|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:04:40|2021-01-01T00:12:53|00:08:13|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v52|normal|0|67|8|00:00:00
70|70|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:05:47|2021-01-01T00:13:46|00:07:59|0:0|COMPLETED|1|24|2|2800Mn|00:09:00|v34|normal|0|70|8|00:00:00
183|183|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:02|2021-01-01T00:00:02|2021-01-01T00:12:49|2021-01-01T00:13:58|00:01:09|0:0|COMPLETED|2|48|4|2800Mn|00:02:00|v[19,27]|normal|0|183|8|00:00:00
75|75|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:07:20|2021-01-01T00:14:01|00:06:41|0:0|COMPLETED|1|24|2|2800Mn|00:08:00|v28|normal|0|75|8|00:00:00
68|68|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:04:40|2021-01-01T00:14:01|00:09:21|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v22|normal|0|68|8|00:00:00
65|65|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:04:23|2021-01-01T00:14:06|00:09:43|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v40|normal|0|65|8|00:00:00
66|66|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:00|2021-01-01T00:00:00|2021-01-01T00:04:23|2021-01-01T00:14:19|00:09:56|0:0|COMPLETED|1|24|2|2800Mn|00:11:00|v46|normal|0|66|8|00:00:00
97|97|micro|normal|account1|users|100|user1|1001|2021-01-01T00:00:01|2021-01-01T00:00:01|2021-01-01T00:08:04|2021-01-01T00:14:21|00:06:17|0:0|COMPLETED|1|24|2|2800Mn|00:07:00|v69|normal|0|97|8|00:00:00
